English,Spanish,sentiment
cyclone,ciclón,negative
cyst,quiste,negative
cytomegalovirus,citomegalovirus,negative
dabbling,incursionando,negative
daemon,demonio,negative
daft,bobo,negative
dagger,daga,negative
damage,daño,negative
damages,daños y perjuicios,negative
dame,dama,positive
damn,Maldita sea,negative
damnation,condenación,negative
damned,maldito,negative
damper,apagador,negative
dance,danza,positive
dandruff,caspa,negative
dandy,dandy,negative
danger,Peligro,negative
dangerous,peligroso,negative
daring,atrevido,positive
darken,oscurecer,negative
darkened,oscurecido,negative
darkness,oscuridad,negative
darling,querido,positive
dashed,discontinua,negative
dashing,apuesto,positive
dastardly,ruin,negative
daughter,hija,positive
dawn,amanecer,positive
dazed,aturdida,negative
deactivate,desactivar,negative
deadlock,punto muerto,negative
deadly,mortal,negative
deaf,sordos,negative
deal,acuerdo,positive
dear,querido,positive
death,muerte,negative
debacle,debacle,negative
debate,debate,positive
debauchery,libertinaje,negative
debris,escombros,negative
debt,deuda,negative
debtor,deudor,negative
decay,decaimiento,negative
decayed,deteriorado,negative
deceased,fallecido,negative
deceit,engaño,negative
deceitful,engañoso,negative
deceive,engañar,negative
deceived,engañado,negative
deceiving,engaño,negative
decency,decencia,positive
decent,bueno,positive
deception,engaño,negative
deceptive,engañoso,negative
declaratory,declaratorio,positive
declination,declinación,negative
decline,disminución,negative
declining,declinante,negative
decomposition,descomposición,negative
decrease,disminuir,negative
decrement,decremento,negative
decrepit,decrépito,negative
decry,desacreditar,negative
dedication,dedicación,positive
deduct,deducir,negative
defamation,difamación,negative
defamatory,difamatorio,negative
default,defecto,negative
defeat,derrota,negative
defeated,derrotado,negative
defect,defecto,negative
defection,deserción,negative
defective,defectuoso,negative
defend,defender,positive
defended,defendido,positive
defender,defensor,positive
defending,defensa,positive
defense,defensa,positive
defenseless,indefenso,negative
deference,deferencia,positive
deferral,aplazamiento,negative
defiance,desafío,negative
defiant,desafiante,negative
deficiency,deficiencia,negative
deficit,déficit,negative
definitive,definitivo,positive
deflate,desinflar,negative
deflation,deflación,negative
deform,deformar,negative
deformed,deformado,negative
deformity,deformidad,negative
defraud,defraudar,negative
defunct,difunto,negative
defy,desafiar,negative
degeneracy,degeneración,negative
degenerate,degenerado,negative
degradation,degradación,negative
degrade,degradar,negative
degrading,degradante,negative
degree,grado,positive
delay,retraso,negative
delayed,retrasado,negative
delectable,delicioso,positive
delegate,delegado,positive
deleterious,deletéreo,negative
deletion,supresión,negative
deliberate,deliberado,positive
delicious,delicioso,positive
delight,deleite,positive
delighted,Encantado,positive
delightful,encantador,positive
delinquency,delincuencia,negative
delinquent,delincuente,negative
delirious,delirante,negative
delirium,delirio,negative
deliverance,liberación,positive
delivery,entrega,positive
deluge,diluvio,negative
delusion,engaño,negative
delusional,delirante,negative
demand,demanda,negative
demanding,exigente,negative
demented,demente,negative
dementia,demencia,negative
demise,fallecimiento,negative
democracy,democracia,positive
demolish,demoler,negative
demolition,demolición,negative
demon,demonio,negative
demonic,demoníaco,negative
demonstrable,demostrable,positive
demonstrative,demostrativo,positive
demoralized,desmoralizado,negative
denial,negación,negative
denied,negado,negative
denounce,denunciar,negative
denunciation,denuncia,negative
deny,negar,negative
denying,negando,negative
departed,salido,negative
departure,salida,negative
dependence,dependencia,negative
dependency,dependencia,negative
dependent,dependiente,positive
deplorable,deplorable,negative
deplore,deplorar,negative
deport,deportar,negative
deportation,deportación,negative
depraved,depravado,negative
depravity,depravación,negative
depreciate,depreciar,negative
depreciated,depreciado,negative
depreciation,depreciación,negative
depress,deprimir,negative
depressed,deprimido,negative
depressing,deprimente,negative
depression,depresión,negative
depressive,depresivo,negative
deprivation,privación,negative
depth,profundidad,positive
deranged,trastornado,negative
derelict,abandonado,negative
derision,escarnio,negative
derogation,derogación,negative
derogatory,despectivo,negative
descriptive,descriptivo,positive
desecration,profanación,negative
desert,desierto,negative
deserted,desierto,negative
desertion,deserción,negative
deserve,merecer,positive
deserved,merecido,positive
designer,diseñador,positive
desirable,deseable,positive
desiring,deseante,positive
desirous,deseoso,positive
desist,desistir,negative
desolation,soledad,negative
despair,desesperación,negative
despairing,desesperado,negative
desperate,desesperado,negative
despicable,despreciable,negative
despise,despreciar,negative
despotic,despótico,negative
despotism,despotismo,negative
destination,destino,positive
destitute,indigente,negative
destroyed,destruido,negative
destroyer,destructor,negative
destroying,destruyendo,negative
destruction,destrucción,negative
destructive,destructivo,negative
detachment,desapego,negative
detain,detener,negative
detainee,detenido,negative
detect,detectar,positive
detection,detección,positive
detention,detención,negative
deteriorate,deteriorarse,negative
deteriorated,deteriorado,negative
deterioration,deterioro,negative
determination,determinación,positive
determined,determinado,positive
detest,detestar,negative
detonate,detonar,negative
detract,detraer,negative
detriment,detrimento,negative
detrimental,perjudicial,negative
detritus,detrito,negative
devastate,devastar,negative
devastating,devastador,negative
devastation,devastación,negative
develop,desarrollar,positive
devil,diablo,negative
devilish,diabólico,negative
devious,tortuoso,negative
devolution,devolución,negative
devotional,piadoso,positive
devour,devorar,negative
devout,devoto,positive
dexterity,destreza,positive
diabolical,diabólico,negative
diagnosis,diagnóstico,negative
diamond,diamante,positive
diary,diario,positive
diatribe,diatriba,negative
dictator,dictador,negative
dictatorial,dictatorial,negative
dictatorship,dictadura,negative
dictionary,diccionario,positive
didactic,didáctico,positive
die,morir,negative
dietary,dietético,positive
difficulties,dificultades,negative
difficulty,dificultad,negative
dignified,digno,positive
dignity,dignidad,positive
digress,divagar,negative
dilapidated,arruinado,negative
diligence,diligencia,positive
dilute,diluir,negative
diminish,disminuir,negative
diminished,disminuido,negative
din,estruendo,negative
dinner,cena,positive
diplomacy,diplomacia,positive
diplomatic,diplomático,positive
dire,calamitoso,negative
director,director,positive
dirt,suciedad,negative
dirty,sucio,negative
disability,discapacidad,negative
disable,inhabilitar,negative
disabled,discapacitado,negative
disaffected,desafecto,negative
disagree,discrepar,negative
disagreeing,desacuerdo,negative
disagreement,desacuerdo,negative
disallowed,anulado,negative
disappoint,decepcionar,negative
disappointed,decepcionado,negative
disappointing,decepcionante,negative
disappointment,decepción,negative
disapproval,desaprobación,negative
disapprove,desaprobar,negative
disapproved,desaprobado,negative
disapproving,desaprobación,negative
disaster,desastre,negative
disastrous,desastroso,negative
disbelieve,descreer,negative
discards,descartes,negative
discharge,descarga,negative
discipline,disciplina,negative
disclaim,renunciar,negative
discoloration,descoloramiento,negative
discolored,descolorado,negative
discomfort,malestar,negative
disconnect,desconectar,negative
disconnected,desconectado,negative
disconnection,desconexión,negative
discontent,descontento,negative
discontinue,suspender,negative
discontinuity,discontinuidad,negative
discord,discordia,negative
discourage,desalentar,negative
discouragement,desaliento,negative
discovery,descubrimiento,positive
discredit,desacreditar,negative
discreet,discreto,positive
discretion,discreción,positive
discretionary,discrecional,positive
discriminate,discriminar,negative
discriminating,discriminante,negative
discrimination,discriminación,negative
discussion,discusión,positive
disdain,desdén,negative
disease,enfermedad,negative
diseased,enfermo,negative
disembodied,incorpóreo,negative
disengagement,retirada,negative
disfigured,desfigurado,negative
disgrace,vergüenza,negative
disgraced,deshonrado,negative
disgraceful,vergonzoso,negative
disgruntled,descontento,negative
disgust,asco,negative
disgusting,asqueroso,negative
disheartened,descorazonado,negative
disheartening,descorazonador,negative
dishonest,deshonesto,negative
dishonesty,deshonestidad,negative
dishonor,deshonor,negative
disillusionment,desilusión,negative
disinfection,desinfección,positive
disinformation,desinformación,negative
disingenuous,falso,negative
disintegrate,desintegrarse,negative
disintegration,desintegración,negative
disinterested,desinteresado,negative
dislike,aversión,negative
disliked,No me gustó,negative
dislocated,dislocado,negative
dismal,triste,negative
dismay,consternación,negative
dismemberment,desmembramiento,negative
dismissal,despido,negative
disobedience,desobediencia,negative
disobedient,desobediente,negative
disobey,desobedecer,negative
disorder,trastorno,negative
disorderly,desordenado,negative
disorganized,desorganizado,negative
disparage,menospreciar,negative
disparaging,despectivo,negative
disparity,disparidad,negative
dispassionate,desapasionado,negative
dispel,disipar,negative
dispersion,dispersión,negative
displace,desplazar,negative
displeased,disgustado,negative
displeasure,desagrado,negative
disposal,disposición,negative
disposed,dispuesto,positive
dispossessed,desposeídos,negative
dispute,disputa,negative
disqualification,descalificación,negative
disqualified,descalificado,negative
disqualify,descalificar,negative
disregard,indiferencia,negative
disregarded,desatendido,negative
disreputable,deshonroso,negative
disrespect,falta de respeto,negative
disrespectful,irrespetuoso,negative
disruption,desorganización,negative
dissatisfaction,insatisfacción,negative
disseminate,diseminar,positive
dissension,disensión,negative
dissenting,disidente,negative
disservice,deservicio,negative
dissident,disidente,negative
dissolution,disolución,negative
dissonance,disonancia,negative
distaste,disgusto,negative
distasteful,desagradable,negative
distillation,destilación,positive
distinction,distinción,positive
distorted,distorsionado,negative
distortion,distorsión,negative
distract,distraer,negative
distracted,distraído,negative
distracting,distracción,negative
distraction,distracción,negative
distraught,loco,negative
distress,angustia,negative
distressed,angustiado,negative
distressing,angustioso,negative
distrust,desconfianza,negative
disturbance,perturbación,negative
disturbed,perturbado,negative
disuse,desuso,negative
disused,desuso,negative
ditty,cancioneta,positive
divergent,divergente,negative
diverse,diverso,positive
diversified,diversificado,positive
diversion,desviación,positive
divested,despojado,negative
divestment,despojo,negative
divinity,divinidad,positive
divorce,divorcio,negative
dizziness,mareo,negative
dizzy,mareado,negative
docked,atracado,negative
doctor,médico,positive
doer,hacedor,positive
dogged,obstinado,positive
doit,hazlo,negative
doldrums,capa caída,negative
dole,subsidio de desempleo,negative
dolor,dolor,negative
dolphin,delfín,positive
dominant,dominante,negative
dominate,dominar,positive
domination,dominación,negative
don,don,positive
donation,donación,positive
donkey,burro,negative
doodle,garabato,negative
doom,perdición,negative
doomed,condenado,negative
doomsday,Día del Juicio Final,negative
doubt,duda,negative
doubtful,dudoso,negative
doubting,dudando,negative
doubtless,indudable,positive
douche,ducha,negative
dour,austero,negative
dove,paloma,positive
downfall,downfall,negative
downy,velloso,positive
drab,monótono,negative
drainage,drenaje,negative
drawback,inconveniente,negative
dread,pavor,negative
dreadful,terrible,negative
dreadfully,horrorosamente,negative
dreary,triste,negative
drinking,bebida,negative
drivel,drivel,negative
drone,zángano,negative
drooping,caído,negative
drought,sequía,negative
drown,ahogarse,negative
drowsiness,modorra,negative
drudgery,trabajo penoso,negative
drunken,borracho,negative
drunkenness,embriaguez,negative
dubious,dudoso,negative
duet,dueto,positive
duke,duque,positive
dull,aburrido,negative
dumb,mudo,negative
dummy,maniquí,negative
dumps,vertederos,negative
dun,pardo,negative
dungeon,mazmorra,negative
dupe,incauto,negative
duplicity,duplicidad,negative
durability,durabilidad,positive
durable,durable,positive
duress,coacción,negative
dust,polvo,negative
dutiful,obediente,positive
dwarfed,empequeñecido,negative
dying,moribundo,negative
dysentery,disentería,negative
eager,ansioso,positive
eagerness,afán,positive
earl,conde,positive
earn,ganar,positive
earnest,serio,positive
earnestly,formalmente,positive
earnestness,seriedad,positive
earthquake,terremoto,negative
ease,facilidad,positive
easement,servidumbre,positive
easygoing,de trato fácil,positive
eat,comer,positive
eavesdropping,espionaje,negative
ecstasy,éxtasis,positive
ecstatic,extático,positive
edict,edicto,negative
edification,edificación,positive
educate,educar,positive
educated,educado,positive
educational,educativo,positive
effective,eficaz,positive
effeminate,afeminado,negative
efficacy,eficacia,positive
efficiency,eficiencia,positive
efficient,eficiente,positive
effort,esfuerzo,positive
egotistical,ególatra,negative
egregious,escandaloso,negative
ejaculation,eyaculación,positive
eject,expulsar,negative
ejection,expulsión,negative
elaboration,elaboración,positive
elated,exaltado,positive
elder,anciano,positive
elders,ancianos,positive
elect,electo,positive
electric,eléctrico,positive
electricity,electricidad,positive
elegance,elegancia,positive
elegant,elegante,positive
elevation,elevación,positive
eligible,elegible,positive
elimination,eliminación,negative
elite,élite,positive
eloquence,elocuencia,positive
eloquent,elocuente,positive
elucidate,elucidar,positive
elusive,elusivo,negative
emaciated,demacrado,negative
emancipation,emancipación,positive
embargo,embargo,negative
embarrass,avergonzar,negative
embarrassing,embarazoso,negative
embarrassment,vergüenza,negative
embezzlement,malversación,negative
embolism,embolia,negative
embrace,abrazar,positive
embroiled,embrollado,negative
emergency,emergencia,negative
emeritus,emeritus,positive
eminence,eminencia,positive
eminent,eminente,positive
eminently,eminentemente,positive
emir,emir,positive
empathy,empatía,positive
empower,autorizar,positive
emulate,emular,positive
enable,permitir,positive
enablement,habilitación,positive
enchant,encantar,positive
enchanted,encantado,positive
enchanting,encantador,positive
enclave,enclave,negative
encore,bis,positive
encourage,alentar,positive
encouragement,estímulo,positive
encroachment,invasión,negative
encumbrance,gravamen,negative
encyclopedia,enciclopedia,positive
endanger,poner en peligro,negative
endangered,en peligro de extinción,negative
endeavor,esforzarse,positive
endemic,endémico,negative
endless,sin fin,positive
endow,dotar,positive
endowed,dotado,positive
endowment,dotación,positive
endurance,resistencia,positive
endure,soportar,positive
enemy,enemigo,negative
energetic,energético,positive
enforce,hacer cumplir,positive
enforcement,aplicación,negative
engaged,ocupado,positive
engaging,atractivo,positive
enhance,mejorar,positive
enigmatic,enigmático,negative
enjoy,disfrutar,positive
enjoying,disfrutando,positive
enlighten,iluminar,positive
enlightenment,ilustración,positive
enliven,avivar,positive
enmity,enemistad,negative
enrich,enriquecer,positive
ensemble,conjunto,positive
ensign,alférez,positive
enslave,esclavizar,negative
enslaved,esclavizado,negative
enslavement,esclavitud,negative
entangled,enredado,negative
entanglement,enredo,negative
enterprising,emprendedor,positive
entertain,entretener,positive
entertained,entretenido,positive
entertaining,entretenido,positive
entertainment,entretenimiento,positive
enthusiasm,entusiasmo,positive
enthusiast,entusiasta,positive
entrails,entrañas,negative
envious,envidioso,negative
environ,ambiental,positive
ephemeris,efemérides,positive
epic,épico,positive
epidemic,epidemia,negative
epilepsy,epilepsia,negative
epitome,epítome,positive
equality,igualdad,positive
equally,igualmente,positive
equilibrium,equilibrio,positive
equity,equidad,positive
eradicate,erradicar,negative
eradication,erradicación,negative
erase,borrar,negative
erosion,erosión,negative
erotic,erótico,positive
err,errar,negative
errand,recado,positive
errant,errante,negative
erratic,errático,negative
erratum,errata,negative
erroneous,erróneo,negative
error,error,negative
erudite,erudito,positive
erupt,entrar en erupción,negative
eruption,erupción,negative
escalate,escalar,negative
escape,escape,positive
eschew,evitar,negative
espionage,espionaje,negative
esprit,espíritu,positive
essential,esencial,positive
established,establecido,positive
esteem,estima,positive
esthetic,estético,positive
estranged,distanciado,negative
ethical,ético,positive
ethics,ética,positive
euthanasia,eutanasia,negative
evacuate,evacuar,negative
evacuation,evacuación,negative
evade,evadir,negative
evasion,evasión,negative
evergreen,hojas perennes,positive
everlasting,eterno,positive
evict,desahuciar,negative
eviction,desalojo,negative
evident,evidente,positive
evil,mal,negative
evolution,evolución,positive
exacerbate,exacerbar,negative
exacerbation,exacerbación,negative
exacting,exigente,negative
exaggerate,exagerar,negative
exaggerated,exagerado,negative
exalt,exaltar,positive
exaltation,exaltación,positive
exalted,exaltado,positive
examination,examen,negative
exasperation,exasperación,negative
excavation,excavación,negative
exceed,exceder,positive
excel,sobresalir,positive
excellence,excelencia,positive
excellent,excelente,positive
excess,exceso,negative
exchange,intercambio,positive
excise,impuestos especiales,negative
excitable,excitable,positive
excitation,excitación,positive
excite,excitar,positive
excited,emocionado,positive
excitement,emoción,positive
exciting,emocionante,positive
excluded,excluidos,negative
excluding,Excluyendo,negative
exclusion,exclusión,negative
excrement,excremento,negative
excruciating,agudísimo,negative
excuse,excusa,negative
execution,ejecución,negative
executioner,verdugo,negative
exemplary,ejemplar,positive
exemption,exención,positive
exhaust,escape,negative
exhausted,agotado,negative
exhaustion,agotamiento,negative
exhilaration,regocijo,positive
exhort,exhortar,positive
exhortation,exhortación,positive
exigent,exigente,negative
exile,exilio,negative
existence,existencia,positive
exorcism,exorcismo,negative
exotic,exótico,positive
expatriate,expatriado,negative
expect,esperar,positive
expectation,expectativa,positive
expedient,conveniente,positive
expedition,expedición,positive
expel,expulsar,negative
expenditure,gasto,negative
expenses,gastos,negative
experienced,experimentado,positive
expert,experto,positive
expertise,pericia,positive
expire,caducar,negative
expired,caducado,negative
explain,explicar,positive
expletive,expletivo,negative
explode,explotar,negative
explosion,explosión,negative
explosive,explosivo,negative
exposed,expuesto,negative
expropriation,expropiación,negative
expulsion,expulsión,negative
exquisite,exquisito,positive
exquisitely,exquisitamente,positive
extend,ampliar,positive
extensive,extenso,positive
exterminate,exterminar,negative
extermination,exterminio,negative
extinct,extinto,negative
extinguish,extinguir,negative
extra,extra,positive
extrajudicial,extrajudicial,negative
extraordinary,extraordinario,positive
extremity,extremidad,negative
extricate,desenredar,positive
exuberance,exuberancia,positive
fabricate,fabricar,negative
fabrication,fabricación,negative
facilitate,facilitar,positive
facts,hechos,positive
faculty,facultad,positive
fade,descolorarse,negative
faeces,excrementos,negative
failing,defecto,negative
failure,fracaso,negative
fain,fain,positive
fainting,desmayo,negative
fair,feria,positive
fairly,bastante,positive
faith,fe,positive
faithful,fiel,positive
faithless,desleal,negative
fake,falso,negative
fall,caer,negative
fallacious,erróneo,negative
fallacy,falacia,negative
fallible,falible,negative
falling,que cae,negative
fallow,barbecho,negative
falsehood,falsedad,negative
falsely,falsamente,negative
falsification,falsificación,negative
falsify,falsificar,negative
falsity,falsedad,negative
falter,desfallecer,negative
fame,fama,positive
familiar,familiar,positive
familiarity,familiaridad,positive
famine,hambruna,negative
famous,famoso,positive
famously,famosamente,positive
fanatic,fanático,negative
fancy,fantasía,positive
fanfare,fanfarria,positive
farce,farsa,negative
farcical,absurdo,negative
fascinating,fascinante,positive
fascination,fascinación,positive
fashionable,de moda,positive
fasting,ayuno,negative
fat,grasa,negative
fatal,fatal,negative
fatality,fatalidad,negative
fate,destino,negative
fatigue,fatiga,negative
fatigued,fatigado,negative
fatty,graso,negative
fault,criticar,negative
faultless,impecable,positive
faulty,defectuoso,negative
favorable,favorable,positive
favorite,favorito,positive
favoritism,favoritismo,positive
fawn,cervato,negative
fear,miedo,negative
fearful,temeroso,negative
fearfully,con miedo,negative
fearing,temiendo,negative
fearless,sin miedo,positive
feat,hazaña,positive
feature,característica,positive
febrile,febril,negative
fecal,fecal,negative
feces,heces,negative
fee,cuota,negative
feeble,débil,negative
feeling,sentimiento,positive
feigned,fingido,negative
felicity,felicidad,positive
fell,cayó,negative
fellow,compañero,positive
fellowship,compañerismo,positive
felon,delincuente,negative
felony,delito,negative
female,femenino,positive
ferment,fermento,negative
ferocious,feroz,negative
ferocity,ferocidad,negative
fertile,fértil,positive
fervor,fervor,positive
festival,festival,positive
festive,festivo,positive
fete,fiesta,positive
feud,feudo,negative
feudal,feudal,negative
feudalism,feudalismo,negative
feverish,febril,negative
fiasco,fiasco,negative
fib,mentira,negative
fickle,voluble,negative
fictitious,ficticio,negative
fidelity,fidelidad,positive
fiend,demonio,negative
fierce,feroz,negative
fiesta,fiesta,positive
fight,lucha,negative
fighting,lucha,negative
filibuster,filibustero,negative
filth,inmundicia,negative
filthy,inmundo,negative
finally,finalmente,positive
finery,galas,positive
finesse,finura,positive
firearms,armas de fuego,negative
fireball,bola de fuego,positive
fireproof,a prueba de fuego,positive
firmness,firmeza,positive
firstborn,primogénito,positive
fits,ataques,negative
fitting,adecuado,positive
fixture,accesorio,positive
flabby,fofo,negative
flaccid,flácido,negative
flagging,abanderamiento,negative
flagrant,flagrante,negative
flake,escama,negative
flap,solapa,negative
flattering,lisonjero,positive
flatulence,flatulencia,negative
flaunt,ostentar,negative
flaw,falla,negative
flea,pulga,negative
flee,huir,negative
fleece,vellón,negative
fleet,flota,positive
fleshy,carnoso,negative
flexibility,flexibilidad,positive
flinch,retroceder,negative
flirt,coquetear,positive
flog,azotar,negative
flop,fracaso,negative
floral,floral,positive
flounder,platija,negative
flow,fluir,positive
flowery,florido,positive
flu,gripe,negative
fluctuation,fluctuación,negative
flush,rubor,positive
flying,vuelo,positive
focus,foco,positive
foe,enemigo,negative
foiled,frustrado,negative
folly,locura,negative
fondness,afición,positive
food,comida,positive
fool,engañar,negative
foolish,tonto,negative
foolishness,necedad,negative
football,fútbol,positive
forage,forraje,negative
foray,incursión,negative
forbearance,paciencia,positive
forbid,prohibir,negative
forbidding,prohibiendo,negative
force,fuerza,negative
forced,forzado,negative
forcibly,a la fuerza,negative
fore,delantero,positive
foreboding,presentimiento,negative
foreclose,ejecutar la hipoteca,negative
forefathers,antepasados,positive
forego,renunciar,negative
foregoing,precedente,positive
foreign,extranjero,negative
foreigner,extranjero,negative
foreman,capataz,positive
forerunner,precursor,positive
foresee,prever,positive
foreseen,prevista,positive
foresight,previsión,positive
forewarned,prevenido,negative
forfeit,perder,negative
forfeited,perdido,negative
forfeiture,pérdida,negative
forge,forjar,positive
forgery,falsificación,negative
forget,para obtener,negative
forgive,perdonar,positive
forgiven,perdonado,positive
forgiving,perdonador,positive
forgotten,olvidado,negative
forlorn,desamparado,negative
formative,formativo,positive
formless,informe,negative
formula,fórmula,positive
fornication,fornicación,negative
forsake,abandonar,negative
forsaken,abandonado,negative
forte,forte,positive
forthcoming,próximo,positive
fortify,fortificar,positive
fortitude,fortaleza,positive
fortress,fortaleza,positive
fortunate,afortunado,positive
fortune,fortuna,positive
forward,adelante,positive
foul,falta,negative
found,fundar,positive
foundation,fundación,positive
fracture,fractura,negative
fragile,frágil,negative
fragrant,fragante,positive
frailty,fragilidad,negative
frank,franco,positive
frankness,franqueza,positive
frantic,frenético,negative
fraternal,fraternal,positive
fraud,fraude,negative
fraudulent,fraudulento,negative
fraught,tenso,negative
fray,refriega,negative
frayed,raído,negative
freakish,monstruoso,negative
freedom,libertad,positive
freely,con libertad,positive
freezing,congelación,negative
frenetic,frenético,negative
frenzied,frenético,negative
frenzy,frenesí,negative
fret,traste,negative
friend,amigo,positive
friendliness,amabilidad,positive
friendly,amistoso,positive
friendship,amistad,positive
fright,susto,negative
frighten,asustar,negative
frightened,asustado,negative
frightful,espantoso,negative
frigid,frígido,negative
frisky,retozón,positive
frivolous,frívolo,negative
frolic,fiesta,positive
frostbite,congelación,negative
froth,espuma,negative
frown,ceño,negative
frowning,ceñudo,negative
frugal,frugal,positive
fruitful,fructífero,positive
fruitless,infructuoso,negative
frustrate,frustrar,negative
frustrated,frustrado,negative
frustration,frustración,negative
fudge,dulce de azúcar,negative
fugitive,fugitivo,negative
fulfill,cumplir,positive
fulfillment,cumplimiento,positive
full,completo,positive
fully,completamente,positive
fumble,fumble,negative
fume,humo,negative
fuming,fumante,negative
fun,divertido,positive
fundamental,fundamental,positive
fungus,hongo,negative
funk,canguelo,negative
furious,furioso,negative
furor,furor,negative
fury,furia,negative
fuse,fusible,positive
fusion,fusión,positive
fuss,escándalo,negative
fussy,quisquilloso,negative
futile,fútil,negative
futility,futilidad,negative
gaby,gaby,negative
gag,mordaza,negative
gain,ganancia,positive
gaining,ganando,positive
gall,hiel,negative
gallant,galante,positive
gallantry,galantería,positive
gallows,horca,negative
galore,en abundancia,positive
gamble,jugar,negative
gambler,jugador,negative
gambling,juego,negative
gang,pandilla,negative
gaol,cárcel,negative
gap,brecha,negative
garbage,basura,negative
garden,jardín,positive
garish,llamativo,negative
garnet,granate,positive
garnish,adornar,negative
garrison,guarnición,positive
gash,cuchillada,negative
gasping,jadeando,negative
gauche,desmañado,negative
gaunt,demacrado,negative
gazette,gaceta,positive
gear,engranaje,positive
gem,gema,positive
general,general,positive
generosity,generosidad,positive
generous,generoso,positive
genial,genial,positive
genius,genio,positive
gent,caballero,negative
genteel,gentil,positive
gentleman,hidalgo,positive
gentleness,mansedumbre,positive
gentry,alta burguesía,positive
genuine,genuino,positive
geranium,geranio,positive
geriatric,geriátrica,negative
ghastly,horrible,negative
ghetto,gueto,negative
ghostly,fantasmal,negative
gibberish,algarabía,negative
gift,regalo,positive
gifted,dotado,positive
gigantic,gigantesco,positive
giggle,risilla,positive
girder,viga,positive
giving,dando,positive
glacial,glacial,negative
glad,contento,positive
gladness,alegría,positive
glare,deslumbramiento,negative
glaring,flagrante,negative
glee,júbilo,positive
glib,elocuente,negative
glide,deslizamiento,positive
glimmer,luz tenue,positive
glittering,reluciente,positive
gloom,penumbra,negative
gloomy,melancólico,negative
glorification,glorificación,positive
glorify,glorificar,positive
glory,gloria,positive
gloss,glosar,positive
glow,brillar,positive
glowing,brillante,positive
glum,sombrío,negative
glut,superabundancia,negative
gluttony,gula,negative
gnome,gnomo,negative
goblin,duende,negative
god,dios,positive
godless,sin dios,negative
godly,piadoso,positive
godsend,bendición,positive
gold,oro,positive
gonorrhea,gonorrea,negative
goo,goo,negative
good,bueno,positive
goodly,bueno,positive
goodness,bondad,positive
goods,bienes,positive
goodwill,buena voluntad,positive
gore,sangre,negative
gorge,garganta,negative
gorgeous,maravilloso,positive
gorilla,gorila,negative
gory,sangriento,negative
gospel,evangelio,positive
gossip,chismes,negative
gouge,gubia,negative
gout,gota,negative
govern,gobernar,positive
government,gobierno,negative
grab,agarrar,negative
grace,gracia,positive
graceful,agraciado,positive
gracious,gracioso,positive
graciously,graciosamente,positive
graduation,graduación,positive
grandchildren,nietos,positive
grandeur,grandeza,positive
grandmother,abuela,positive
grant,conceder,positive
granted,concedido,positive
grasping,agarrando,negative
grate,parrilla,negative
grated,rallado,negative
grateful,agradecido,positive
gratify,satisfacer,positive
grating,rejilla,negative
gratitude,gratitud,positive
grave,grave,negative
greater,mayor,positive
greatness,grandeza,positive
greed,codicia,negative
greedy,codicioso,negative
green,verde,positive
greeting,saludo,positive
gregarious,gregario,positive
grenade,granada,negative
grief,dolor,negative
grievance,agravio,negative
grieve,afligirse,negative
grievous,grave,negative
grim,severo,negative
grime,mugre,negative
grimy,mugriento,negative
grin,sonrisa,positive
grinding,molienda,negative
grisly,espeluznante,negative
grist,molienda,positive
grit,arena,positive
grizzly,oso pardo,negative
groan,gemido,negative
grope,tientas,negative
gross,bruto,negative
grotesque,grotesco,negative
grounded,conectado a tierra,negative
groundless,infundado,negative
groundwork,trabajo preparatorio,positive
grow,crecer,positive
growl,gruñido,negative
growling,gruñendo,negative
growth,crecimiento,positive
grudge,rencor,negative
grudgingly,a regañadientes,negative
gruesome,horrible,negative
gruff,brusco,negative
grumble,queja,negative
grumpy,gruñón,negative
guarantee,garantía,positive
guard,guardia,positive
guardian,tutor,positive
guardianship,tutela,positive
gubernatorial,gobernador,positive
guerilla,guerrilla,negative
guidance,dirección,positive
guide,guiar,positive
guidebook,guía,positive
guile,engaño,negative
guillotine,guillotina,negative
guilt,culpa,negative
guilty,culpable,negative
guise,guisa,negative
gull,gaviota,negative
gullible,crédulo,negative
gun,pistola,negative
guru,gurú,positive
gush,chorro,negative
guts,tripas,positive
guzzling,alto consumo,negative
gymnast,gimnasta,positive
gypsy,gitano,negative
habitat,habitat,positive
hag,bruja,negative
haggard,demacrado,negative
hail,granizo,positive
hairy,peludo,negative
hale,sano,positive
halfway,a medio camino,negative
hallucination,alucinación,negative
halter,cabestro,negative
halting,vacilante,negative
hamper,estorbar,negative
hamstring,tendón de la corva,negative
handicap,handicap,negative
handy,práctico,positive
hanging,colgante,negative
hangman,verdugo,negative
happily,felizmente,positive
happiness,felicidad,positive
happy,feliz,positive
harass,hostigar,negative
harbinger,presagio,negative
hardened,curtido,negative
hardness,dureza,negative
hardship,privación,negative
hardy,resistente,positive
harlot,ramera,negative
harm,daño,negative
harmful,perjudicial,negative
harmoniously,armoniosamente,positive
harmony,armonía,positive
harrowing,horrendo,negative
harry,hostigar,negative
harshness,dureza,negative
harvest,cosecha,positive
hash,picadillo,negative
hashish,hachís,negative
hasty,apresurado,negative
hate,odiar,negative
hateful,odioso,negative
hating,odiando,negative
hatred,odio,negative
haughty,altivo,negative
haunt,rondar,negative
haunted,embrujado,negative
haven,refugio,positive
havoc,estragos,negative
hazard,peligro,negative
